;ITALIAN
gui/menu/research/name/defensive_buildings_lvl2;Edifici Difensivi – liv. 2
gui/menu/research/name/defensive_buildings_lvl3;Edifici Difensivi – liv. 3
gui/menu/research/name/energy_storage_lvl2;Accumulo di Energia – liv. 2
gui/menu/research/name/energy_storage_lvl3;Accumulo di Energia – liv. 3
gui/menu/research/name/energy_walls_lvl1;Muri Energetici – liv. 1
gui/menu/research/name/energy_walls_lvl2;Muri Energetici – liv. 2
gui/menu/research/name/energy_walls_lvl3;Muri Energetici – liv. 3
gui/menu/research/name/environmental_shielding_acid;Schermatura ambientale – Acido
gui/menu/research/name/environmental_shielding_heat;Schermatura ambientale – Calore
gui/menu/research/name/environmental_shielding_radiation;Schermatura ambientale – Radiazioni
gui/menu/research/name/environmental_shielding_sun;Schermatura ambientale – Sole
gui/menu/research/name/floor_acid;Pavimento anticorrosivo
gui/menu/research/name/floor_desert;Pavimento extra stabile
gui/menu/research/name/floor_magma;Pavimento resistente al calore
gui/menu/research/name/fusion_energy_lvl1;Energia da Fusione – liv. 1
gui/menu/research/name/fusion_energy_lvl2;Energia da Fusione – liv. 2
gui/menu/research/name/fusion_energy_lvl3;Energia da Fusione – liv. 3
gui/menu/research/name/gas_energy_lvl1;Energia da Gas – liv. 1
gui/menu/research/name/gas_energy_lvl2;Energia da Gas – liv. 2
gui/menu/research/name/gas_energy_lvl3;Energia da Gas – liv. 3
gui/menu/research/name/headquarters_lvl3;Quartier Generale – liv. 3
gui/menu/research/name/headquarters_lvl4;Quartier Generale – liv. 4
gui/menu/research/name/headquarters_lvl5;Quartier Generale – liv. 5
gui/menu/research/name/headquarters_lvl6;Quartier Generale – liv. 6
gui/menu/research/name/headquarters_lvl7;Quartier Generale – liv. 7
gui/menu/research/name/ionizer;Ionizzazione allo Stato Solido – liv. 1
gui/menu/research/name/ionizer_lvl2;Ionizzazione allo Stato Solido – liv. 2
gui/menu/research/name/ionizer_lvl3;Ionizzazione allo Stato Solido – liv. 3
gui/menu/research/name/liquid_compression_lvl1;Compressione dei Liquidi – liv. 1
gui/menu/research/name/liquid_compression_lvl2;Compressione dei Liquidi – liv. 2
gui/menu/research/name/liquid_compression_lvl3;Compressione dei Liquidi – liv. 3
gui/menu/research/name/magma_energy_lvl1;Energia Magmatica – liv. 1
gui/menu/research/name/magma_energy_lvl2;Energia Magmatica – liv. 2
gui/menu/research/name/magma_energy_lvl3;Energia Magmatica – liv. 3
gui/menu/research/name/magnetic_stabilizer;Stabilizzatore magnetico
gui/menu/research/name/magnetic_stabilizer_alien;Stabilizzatore magnetico allo stato solido
gui/menu/research/name/mech_basic_equipment;Equipaggiamento di base
gui/menu/research/name/mech_basic_skills;Abilità di base
gui/menu/research/name/mech_basic_upgrades;Aggiornamenti di base
gui/menu/research/name/mech_basic_weapons;Armi di base
gui/menu/research/name/mech_technology;Tecnologia meccanica
gui/menu/research/name/mech_upgrade_alien_armor_advanced;Armatura ambientale Mech – Avanzata
gui/menu/research/name/mech_upgrade_alien_armor_extreme ;Armatura ambientale Mech – Estremo
gui/menu/research/name/mech_upgrade_alien_armor_standard;Armatura ambientale Mech – Standard
gui/menu/research/name/mech_upgrade_alien_armor_superior;Armatura ambientale Mech – Superiore
gui/menu/research/name/mech_upgrade_armor_advanced;Armatura Mech – Avanzata
gui/menu/research/name/mech_upgrade_armor_extreme;Armatura Mech – Estrema
gui/menu/research/name/mech_upgrade_armor_standard;Armatura Mech – Standard
gui/menu/research/name/mech_upgrade_armor_superior;Armatura Mech – Superiore
gui/menu/research/name/mech_upgrade_combat_drones_advanced;Droni da combattimento mech – Avanzati
gui/menu/research/name/mech_upgrade_combat_drones_extreme ;Droni da combattimento mech – Estremo
gui/menu/research/name/mech_upgrade_combat_drones_standard;Droni da combattimento mech – Standard
gui/menu/research/name/mech_upgrade_combat_drones_superior;Droni da combattimento mech – Superiori
gui/menu/research/name/mech_upgrade_drones_advanced;Droni Mech – Avanzati
gui/menu/research/name/mech_upgrade_drones_extreme ;Droni Mech – Estremo
gui/menu/research/name/mech_upgrade_drones_standard;Droni Mech – Standard
gui/menu/research/name/mech_upgrade_drones_superior;Droni Mech – Superiori
gui/menu/research/name/mech_upgrade_fusion_core_advanced;Mech Fusion Core – Avanzato
gui/menu/research/name/mech_upgrade_fusion_core_extreme ;Mech Fusion Core – Estremo
gui/menu/research/name/mech_upgrade_fusion_core_standard;Nucleo di fusione meccanica – Standard
gui/menu/research/name/mech_upgrade_fusion_core_superior;Mech Fusion Core – Superiore
gui/menu/research/name/mech_upgrade_machinery_advanced;Macchinari Meccanici – Avanzati
gui/menu/research/name/mech_upgrade_machinery_extreme ;Macchinari Meccanici – Estremo
gui/menu/research/name/mech_upgrade_machinery_standard;Macchinari Meccanici – Standard
gui/menu/research/name/mech_upgrade_machinery_superior;Macchinari Meccanici – Superiori
gui/menu/research/name/mech_upgrade_pistons_and_engine_advanced;Pistoni e motore meccanici – Avanzato
gui/menu/research/name/mech_upgrade_pistons_and_engine_extreme ;Pistoni e motore meccanici – Extreme
gui/menu/research/name/mech_upgrade_pistons_and_engine_standard;Pistoni e motore meccanici – Standard
gui/menu/research/name/mech_upgrade_pistons_and_engine_superior;Pistoni e motore meccanici – Superiori
gui/menu/research/name/mech_upgrade_sensors_advanced;Sensori Mech – Avanzati
gui/menu/research/name/mech_upgrade_sensors_extreme ;Sensori Mech – Estremi
gui/menu/research/name/mech_upgrade_sensors_standard;Sensori Mech – Standard
gui/menu/research/name/mech_upgrade_sensors_superior;Sensori Mech – Superiori
gui/menu/research/name/mech_upgrade_sonic_sensors_advanced;Sensori sonici meccanici – Avanzati
gui/menu/research/name/mech_upgrade_sonic_sensors_extreme ;Sensori sonici meccanici – estremi
gui/menu/research/name/mech_upgrade_sonic_sensors_standard;Sensori sonici meccanici – Standard
gui/menu/research/name/mech_upgrade_sonic_sensors_superior;Sensori sonici meccanici – Superiori
gui/menu/research/name/mech_upgrade_tools_advanced;Strumenti Mech – Avanzati
gui/menu/research/name/mech_upgrade_tools_extreme ;Strumenti Mech – Estremo
gui/menu/research/name/mech_upgrade_tools_standard;Strumenti Meccanici – Standard
gui/menu/research/name/mech_upgrade_tools_superior;Mech Tools – Superiore
gui/menu/research/name/mech_weapons_corrosive_gun_advanced;Pistola corrosiva – Avanzata
gui/menu/research/name/mech_weapons_corrosive_gun_extreme;Pistola corrosiva – Estremo
gui/menu/research/name/mech_weapons_corrosive_gun_standard;Pistola corrosiva – Standard
gui/menu/research/name/mech_weapons_corrosive_gun_superior;Pistola corrosiva – Superiore
gui/menu/research/name/mech_weapons_cryogenic_atomizer_advanced;Atomizzatore criogenico – Avanzato
gui/menu/research/name/mech_weapons_cryogenic_atomizer_extreme;Atomizzatore criogenico – Estremo
gui/menu/research/name/mech_weapons_cryogenic_atomizer_standard;Atomizzatore criogenico – Standard
gui/menu/research/name/mech_weapons_cryogenic_atomizer_superior;Atomizzatore criogenico – Superiore
gui/menu/research/name/mech_weapons_energy_advanced;Armi energetiche – Avanzate
gui/menu/research/name/mech_weapons_energy_extreme;Armi energetiche – Estreme
gui/menu/research/name/mech_weapons_energy_standard;Armi energetiche – Standard
gui/menu/research/name/mech_weapons_energy_superior;Armi energetiche – Superiori
gui/menu/research/name/mech_weapons_explosive_advanced;Armi esplosive – Avanzate
gui/menu/research/name/mech_weapons_explosive_extreme;Armi esplosive – Estreme
gui/menu/research/name/mech_weapons_explosive_standard;Armi esplosive – Standard
gui/menu/research/name/mech_weapons_explosive_superior;Armi esplosive – Superiori
gui/menu/research/name/mech_weapons_hammer_advanced;Martello – Avanzato
gui/menu/research/name/mech_weapons_hammer_extreme;Martello – Estremo
gui/menu/research/name/mech_weapons_hammer_standard;Martello – Standard
gui/menu/research/name/mech_weapons_hammer_superior;Martello – Superiore
gui/menu/research/name/mech_weapons_heavy_plasma_advanced;Plasma pesante – Avanzato
gui/menu/research/name/mech_weapons_heavy_plasma_extreme;Plasma pesante – Estremo
gui/menu/research/name/mech_weapons_heavy_plasma_standard;Plasma pesante – Standard
gui/menu/research/name/mech_weapons_heavy_plasma_superior;Plasma pesante – Superiore
gui/menu/research/name/mech_weapons_high_caliber_advanced;Armi di grosso calibro – Avanzate
gui/menu/research/name/mech_weapons_high_caliber_extreme;Armi di grosso calibro – Estreme
gui/menu/research/name/mech_weapons_high_caliber_standard;Armi di grosso calibro – Standard
gui/menu/research/name/mech_weapons_high_caliber_superior;Armi di grosso calibro – Superiori
gui/menu/research/name/mech_weapons_laser_advanced;Laser – Avanzato
gui/menu/research/name/mech_weapons_laser_extreme;Laser – Estremo
gui/menu/research/name/mech_weapons_laser_standard;Laser – Standard
gui/menu/research/name/mech_weapons_laser_superior;Laser – Superiore
gui/menu/research/name/mech_weapons_laser_sword_advanced;Spada laser – Avanzata
gui/menu/research/name/mech_weapons_laser_sword_extreme;Spada laser – Estremo
gui/menu/research/name/mech_weapons_laser_sword_standard;Spada laser – Standard
gui/menu/research/name/mech_weapons_laser_sword_superior;Spada laser – Superiore
gui/menu/research/name/mech_weapons_liquid_advanced;Armi liquide – Avanzate
gui/menu/research/name/mech_weapons_liquid_extreme;Armi liquide – Estreme
gui/menu/research/name/mech_weapons_liquid_standard;Armi liquide – Standard
gui/menu/research/name/mech_weapons_liquid_superior;Armi liquide – Superiori
gui/menu/research/name/mech_weapons_melee_advanced;Armi da mischia – Avanzate
gui/menu/research/name/mech_weapons_melee_extreme;Armi da mischia – Estreme
gui/menu/research/name/mech_weapons_melee_standard;Armi da mischia – Standard
gui/menu/research/name/mech_weapons_melee_superior;Armi da mischia – Superiori
gui/menu/research/name/mech_weapons_minigun_advanced;Minigun – Avanzato
gui/menu/research/name/mech_weapons_minigun_extreme;Minigun – Estremo
gui/menu/research/name/mech_weapons_minigun_standard;Mitragliatrice – Standard
gui/menu/research/name/mech_weapons_minigun_superior;Minigun – Superiore
gui/menu/research/name/mech_weapons_mininuke_advanced;Mini Nuke Launcher – Avanzato
gui/menu/research/name/mech_weapons_mininuke_extreme;Mini lanciarazzi nucleari – Estremo
gui/menu/research/name/mech_weapons_mininuke_standard;Mini lanciarazzi – Standard
gui/menu/research/name/mech_weapons_mininuke_superior;Mini lanciarazzi – Superiore
gui/menu/research/name/mech_weapons_power_fist_advanced;Pugno di potenza – Avanzato
gui/menu/research/name/mech_weapons_power_fist_extreme;Pugno di potenza – Estremo
gui/menu/research/name/mech_weapons_power_fist_standard;Pugno di potenza – Standard
gui/menu/research/name/mech_weapons_power_fist_superior;Pugno di potenza – Superiore
