;ITALIAN
DIALOG/story/magma/mech_scout_03;Ashley, avvicinati a questa pianta. Possiamo studiarla da vicino e rinfrescarci nella sua aura.
DIALOG/story/magma/mech_scout_04;Possiamo usare questo effetto a nostro vantaggio. Lo spazio attorno a queste piante è sicuro per noi, quindi possiamo usarlo per rigenerarci mentre ci muoviamo in questo bioma.
DIALOG/story/magma/mech_scout_05;Suggerirei vivamente di usare il Bioscanner. È molto più efficace nel raccogliere campioni utilizzabili e non distruggerà le nostre zone di sicurezza.
DIALOG/story/magma/mech_scout_06;Abbiamo raccolto campioni sufficienti per studiare queste piante criogeniche nel nostro laboratorio di ricerca sugli alieni.
DIALOG/story/outro_1_houston_01;Congratulazioni Riftbreaker Nowak! Hai messo in sicurezza Galatea 37 per la colonizzazione. Questo è un enorme passo avanti per tutta l'umanità. Le nostre forze di spedizione possono iniziare a costruire una colonia.
DIALOG/story/outro_1_houston_02;Questo pianeta ha un'abbondanza di risorse naturali che consentiranno alla nostra civiltà di prosperare per secoli a venire. Il tuo coraggio e la tua perseveranza saranno di ispirazione per le future generazioni di Riftbreakers.
DIALOG/story/outro_1_houston_03;La galassia è piena di pianeti che aspettano di essere scoperti ed esplorati. La nostra nuova casa su Galatea 37 ci consentirà di andare più lontano di quanto siamo mai andati prima.
DIALOG/story/outro_1_mech_01;Trasmissione audio in arrivo.
DIALOG/story/outro_2_ashley_02;Aprire il portale porterebbe solo alla distruzione di questo pianeta. Le creature che abbiamo combattuto stavano solo cercando di proteggere la loro casa.
DIALOG/story/outro_2_ashley_03;L'umanità è proprio come queste creature. È un predatore al vertice che cerca di sopravvivere divorando altre specie, espandendo costantemente il suo territorio.
DIALOG/story/outro_2_ashley_04;Non possiamo impedire all'umanità di colonizzare questo pianeta. Ma possiamo prenderci più tempo per studiarlo. Per imparare come preservare il più possibile e come coesistere.
DIALOG/story/outro_2_ashley_05;Ci conto.
DIALOG/story/outro_2_mech_03;Manderanno qualcun altro a completare questo compito.
DIALOG/survival/ashley_desert_entry_01;Questo bioma è molto meno accogliente della Zona Tropicale. È pieno di radiazioni e non c'è praticamente vento. Dovremo affidarci all'energia solare, almeno all'inizio.
DIALOG/survival/ashley_final_wave_finished_01;Non ci posso credere. È stato così intenso che sto ancora tremando. È difficile dire se è vero o se sono ancora in una simulazione.
DIALOG/survival/ashley_final_wave_finished_02;Wow, è stato intenso, ma probabilmente potremmo sopravvivere a un attacco finale più impegnativo.
DIALOG/survival/ashley_final_wave_finished_03;Incredibile. Non so come siamo sopravvissuti a quell'assalto, ma ce l'abbiamo fatta. Lei è incredibile, signor Riggs.
DIALOG/survival/ashley_final_wave_finished_04;Come abbiamo fatto a sopravvivere a tutto questo? Quell'attacco finale sembrava assolutamente impossibile da resistere. Ora sento che possiamo sopravvivere a tutto.
DIALOG/survival/ashley_final_wave_prepare_01;Ecco fatto. Abbiamo difeso la nostra base abbastanza a lungo da dare inizio alla sequenza di apertura finale del Rift al Quartier Generale. Il Rift invierà intense onde di energia a grande distanza. Provocherà l'attacco più forte di sempre. Dobbiamo prepararci il più possibile e difendere il Quartier Generale a tutti i costi. Se quell'edificio viene distrutto durante la fase di carica, si verificherà un'esplosione di fissione nucleare. O sopravviviamo o è game over. Non c'è niente in mezzo.
DIALOG/survival/houston_final_wave_finished_01;Svegliati, capitano Nowak. La simulazione di combattimento è finita. Te la sei cavata bene. Speriamo che questo basti per Galatea 37.
DIALOG/survival/houston_final_wave_finished_02;Ben fatto, Nowak. Hai fatto bene, ma questo non sarà sufficiente per sopravvivere su Galatea 37. Voglio vederti correre questo percorso con parametri più alti.
DIALOG/survival/houston_final_wave_finished_03;È stata una dimostrazione eccezionale di abilità di combattimento, capitano Nowak. Ci hai stupiti di nuovo. Non c'è molto di più a cui qualcuno avrebbe potuto sopravvivere.
DIALOG/survival/houston_final_wave_finished_04;È incredibile. Non dovrebbe essere possibile sopravvivere a quell'assalto. Qualcuno ha fallito nel progettare questa simulazione. Congratulazioni, Nowak, sei il migliore che ci sia mai stato.
DIALOG/survival/mech_desert_entry_01;Ashley, ricordati di stare attento alle sabbie mobili. Dovrai piazzare Extra Stable Floor sopra per evitare che i nostri edifici sprofondino.
DIALOG/survival/mech_final_wave_finished_01;La Rift si sta stabilizzando. Il numero di creature è stato ridotto al minimo. Congratulazioni Ashley. Ce l'abbiamo fatta.
DIALOG/weather/ashley_acid_fissures_end_01;L'eruzione è finita. La situazione si sta stabilizzando.
DIALOG/weather/ashley_acid_fissures_end_01_short;L'eruzione è finita.
DIALOG/weather/ashley_acid_fissures_start_01;Il terreno si sta aprendo in alcuni punti e sta vomitando forti nubi acide. L'acido corroderà tutto ciò che si trova nel suo raggio d'azione.
DIALOG/weather/ashley_acid_fissures_start_01_short;Il terreno si sta aprendo. Fai attenzione ai gas corrosivi.
DIALOG/weather/ashley_acid_fissures_warning_01;Sento la terra tremare e i miei scanner stanno rilevando piccole eruzioni di gas acidi. Penso che stia arrivando un'eruzione acida
DIALOG/weather/ashley_acid_fissures_warning_01_short;I miei sensori indicano un imminente rilascio di gas acidi.
DIALOG/weather/ashley_acid_rain_end_01;La pioggia acida è finita. Rimettiamo in forma la nostra base.
DIALOG/weather/ashley_acid_rain_start_01;Piove acido. Corroderà e danneggerà i nostri edifici.
DIALOG/weather/ashley_acid_rain_warning_01;Vedo nuvole molto scure e pesanti all'orizzonte. La loro composizione suggerisce che la pioggia acida sta arrivando. Dobbiamo prepararci in fretta. Non saremo in grado di costruire nulla mentre piove.
DIALOG/weather/ashley_acid_rain_warning_01_short;Vedo nuvole molto scure e pesanti all'orizzonte. Sta arrivando la pioggia acida.
DIALOG/weather/ashley_ash_clouds_end_01;Le nubi di cenere si sono ora disperse. La visibilità aerea è tornata alla normalità.
DIALOG/weather/ashley_ash_clouds_start_01;Il cielo è coperto di cenere e polvere. I nostri pannelli solari sono ormai inutili.
DIALOG/weather/ashley_ash_clouds_warning_01;C'è una densa nube di cenere all'orizzonte. Sta arrivando verso di noi. Presto farà buio.
DIALOG/weather/ashley_ash_clouds_warning_01_short;Una densa nube di cenere si sta dirigendo verso di noi.
DIALOG/weather/ashley_blood_moon_end_01;La luna di sangue è finita. Le cose stanno tornando alla normalità.
DIALOG/weather/ashley_blood_moon_start_01;Tutto è rosso fuoco. Questa atmosfera mi ricorda come ho perso il braccio. È inquietante.
DIALOG/weather/ashley_blood_moon_start_02;Questa illuminazione mi mette a disagio. Ho un brutto presentimento a riguardo.
DIALOG/weather/ashley_blood_moon_warning_01;C'è una luna rossa che spunta all'orizzonte. Ho un brutto presentimento.
DIALOG/weather/ashley_blue_hail_end_01;La tempesta di grandine è finita. Uff. Questi granelli di ghiaccio erano molto più grandi di qualsiasi cosa sulla Terra.
DIALOG/weather/ashley_blue_hail_end_01_short;La tempesta di grandine è finita. Uff.
DIALOG/weather/ashley_blue_hail_start_01;Siamo bombardati da una grandine davvero grande. Sta danneggiando persino l'armatura del signor Riggs.
DIALOG/weather/ashley_blue_hail_start_01_short;Siamo stati bombardati da una grandine di dimensioni davvero enormi.
DIALOG/weather/ashley_blue_hail_warning_01;L'atmosfera si sta condensando. Sembra che un'anomalia meteorologica ci colpirà tra un momento.
DIALOG/weather/ashley_blue_hail_warning_01_short;Meglio stare attenti: sta arrivando una tempesta di grandine.
DIALOG/weather/ashley_blue_moon_end_01;La luna blu è finita. Cose come questa sono il motivo per cui sono diventato un Riftbreaker.
DIALOG/weather/ashley_blue_moon_end_01_short;La luna è tornata alla normalità.
DIALOG/weather/ashley_blue_moon_start_01;C'è una luna blu. Chissà se questo influisce sulla fauna locale...
DIALOG/weather/ashley_blue_moon_start_01_short;La luna è diventata blu.
DIALOG/weather/ashley_blue_moon_warning_01;Il cielo sta diventando bluastro. Questa è una cosa che non vedrete sulla Terra.
DIALOG/weather/ashley_blue_moon_warning_01_short;Stasera potremmo vedere una luna blu.
DIALOG/weather/ashley_dust_storm_end_01;Il tempo sta migliorando. Riesco a vedere tutto di nuovo. Speriamo che questo non accada di nuovo troppo presto.
DIALOG/weather/ashley_dust_storm_end_01_short;Sembra che la tempesta di polvere sia finita.
DIALOG/weather/ashley_dust_storm_start_01;Il cielo è appena visibile ora e la polvere sta arrivando ovunque. Odio le tempeste di polvere.
DIALOG/weather/ashley_dust_storm_start_01_short;Odio le tempeste di polvere.
DIALOG/weather/ashley_dust_storm_warning_01;Il vento sta aumentando. C'è una fitta tempesta di polvere visibile all'orizzonte.
DIALOG/weather/ashley_dust_storm_warning_01_short;All'orizzonte si intravede una fitta tempesta di polvere.
DIALOG/weather/ashley_earthquake_end_01;Il terremoto è finito. Le scosse stanno diventando sempre più deboli. Dovremmo riparare rapidamente qualsiasi cosa sia stata danneggiata.
DIALOG/weather/ashley_earthquake_end_01_short;Il terremoto è cessato. Lat's valuta i danni.
DIALOG/weather/ashley_earthquake_start_01;È un terremoto! Danneggerà seriamente tutti gli edifici vicino all'epicentro.
DIALOG/weather/ashley_earthquake_warning_01;Sento dei leggeri tremori. Si stanno intensificando nel tempo. Sembra che stia arrivando un terremoto.
DIALOG/weather/ashley_earthquake_warning_01_short;Sembra che stia arrivando un terremoto.
DIALOG/weather/ashley_fog_end_01;La nebbia si sta diradando. Questo renderà le cose più facili per noi.
DIALOG/weather/ashley_fog_end_01_short;La nebbia si sta diradando.
DIALOG/weather/ashley_fog_start_01;È difficile vedere qualcosa in questa nebbia. Sta anche influenzando i nostri pannelli solari e le turbine eoliche. Dobbiamo aspettare che passi.
DIALOG/weather/ashley_fog_start_01_short;È difficile vedere qualcosa con questa nebbia.
DIALOG/weather/ashley_fog_warning_01;Il vento sta rallentando. L'aria sta diventando densa. Si sta formando una nebbia.
DIALOG/weather/ashley_fog_warning_01_short;Si prevede che a breve si formerà la nebbia.
DIALOG/weather/ashley_ion_storm_end_01;Tutto sta tornando alla normalità. Fortunatamente non è durato a lungo.
DIALOG/weather/ashley_ion_storm_start_01;Questa tempesta di ioni è davvero intensa. Ha messo fuori uso un sacco di equipaggiamento. Dobbiamo aspettare che passi.
DIALOG/weather/ashley_ion_storm_start_01_short;La tempesta di ioni sta disattivando le nostre apparecchiature.
DIALOG/weather/ashley_ion_storm_warning_01;C'è un'aurora intensa nel cielo. Preparatevi per una tempesta di ioni. Disabiliterà un sacco di equipaggiamento.
DIALOG/weather/ashley_ion_storm_warning_01_short;Preparatevi a una tempesta ionica.
DIALOG/weather/ashley_meteor_shower_end_01;La pioggia di rocce è finita. È stata intensa...
DIALOG/weather/ashley_meteor_shower_start_01;Queste rocce possono fare danni seri. Manovre evasive, signor Riggs!
DIALOG/weather/ashley_meteor_shower_start_01_short;Manovre evasive, signor Riggs!
DIALOG/weather/ashley_meteor_shower_warning_01;Sto seguendo uno sciame di oggetti in rapido movimento nel cielo. È una pioggia di meteoriti. Preparatevi al bombardamento.
DIALOG/weather/ashley_meteor_shower_warning_01_short;Sto seguendo una pioggia di meteoriti in rotta di collisione con noi.
DIALOG/weather/ashley_no_wind_end_01;Il vento sta tornando. L'energia eolica sta tornando alla normalità.
DIALOG/weather/ashley_no_wind_end_01_short;L'energia eolica sta tornando alla normalità.
DIALOG/weather/ashley_no_wind_start_01;Tutto il vento si è fermato. Le nostre turbine eoliche sono giù.
DIALOG/weather/ashley_no_wind_warning_01;Il tempo sta cambiando. Il vento sta rallentando.
DIALOG/weather/ashley_rain_end_01;La pioggia è finita. A quanto pare alcune cose non sono poi così diverse rispetto alla Terra.
DIALOG/weather/ashley_rain_end_01_short;La pioggia è finita.
DIALOG/weather/ashley_rain_start_01;Sta piovendo. Ridurrà la potenza dei pannelli solari fino a fermarsi.
DIALOG/weather/ashley_rain_warning_01;Sta diventando nuvoloso. Sembra che pioverà.
DIALOG/weather/ashley_resource_comet_end_01;Ha toccato terra. Andiamoci subito e vediamo cosa possiamo imparare.
DIALOG/weather/ashley_resource_comet_start_01;Abbiamo calcolato il possibile punto di impatto della cometa. Sta volando proprio sopra di noi. Dobbiamo indagare non appena tocca terra.
DIALOG/weather/ashley_resource_comet_start_01_short;La cometa colpirà presto la superficie. Dobbiamo indagare.
DIALOG/weather/ashley_resource_comet_warning_01;Un piccolo pezzo di cometa è entrato nell'atmosfera molto vicino alla nostra posizione. Sembra che stia venendo verso di noi.
DIALOG/weather/ashley_resource_comet_warning_01_short;Un piccolo frammento di cometa colpirà una zona vicina alla nostra.
